Date,Name,Counter_No,Counter_No_Service_Rating,Feedback Description,Sentiment
13-07-2024 14:46,Aarav Apte,Counter_1,5,The queue system could be improved to avoid confusion.,Neutral
16-07-2024 07:28,Vivaan Buch,Counter_4,2,I received quick and accurate assistance from the staff.,Positive
16-07-2024 22:47,Kaira Grewal,Counter_3,3,"The overall experience was fine, but could use some improvements.",Positive
17-07-2024 16:51,Nehmat Dada,Counter_2,3,I was not satisfied with the quality of service received.,Negative
18-07-2024 00:08,Oorja Deo,Counter_2,3,I found the service to be very helpful and easy to use.,Positive
18-07-2024 10:05,Devansh Sekhon,Counter_3,1,There was no clear direction about the process for mailing packages.,Negative
18-07-2024 19:05,Pranay Hegde,Counter_1,1,The post office was too crowded for comfort.,Neutral
19-07-2024 13:33,Aaina Bahri,Counter_3,1,I was able to send my package with ease and without any problems.,Positive
19-07-2024 23:49,Ranbir Ganesan,Counter_1,3,I was disappointed that the post office was closed during lunch hours.,Negative
20-07-2024 00:01,Ryan Yohannan,Counter_1,4,"The service was average, with no major issues or highlights.",Negative
21-07-2024 15:05,Reyansh Karnik,Counter_1,4,I would recommend the post office for its consistent service.,Positive
23-07-2024 09:17,Samiha Dara,Counter_4,1,"The delivery was fast, but the staff could be more polite.",Positive
23-07-2024 22:15,Kimaya Sundaram,Counter_4,4,"I had a smooth and efficient experience, no issues at all.",Positive
24-07-2024 15:53,Anika Chahal,Counter_2,4,The staff was quick to address my concerns and resolve the issue.,Positive
25-07-2024 22:59,Taran Dasgupta,Counter_4,3,The post office is easily accessible and located conveniently.,Positive
26-07-2024 01:07,Jayan Gala,Counter_3,0,I would like to see more staff available during peak hours.,Positive
26-07-2024 10:36,Kavya Dar,Counter_1,4,I was able to get all my work done without any issues.,Positive
26-07-2024 14:29,Umang Desai,Counter_2,0,The service could have been faster during my visit.,Neutral
26-07-2024 18:27,Vivaan Kothari,Counter_1,5,"The experience was mostly positive, with a few small issues.",Negative
27-07-2024 11:25,Aniruddh Ben,Counter_2,2,The staff was very courteous and helpful.,Positive
28-07-2024 08:31,Adira Sethi,Counter_1,4,"Service was fast and efficient, I'm impressed.",Positive
30-07-2024 23:17,Armaan Mand,Counter_1,2,The post office is always clean and well-organized.,Positive
31-07-2024 00:49,Shanaya Chhabra,Counter_1,2,"I received my parcel earlier than expected, great job!",Positive
31-07-2024 04:14,Zain Mann,Counter_2,2,The process for obtaining a new postal card was seamless.,Positive
01-08-2024 00:09,Vivaan Maharaj,Counter_3,3,The customer support team resolved my issue quickly.,Positive
01-08-2024 13:24,Ahana  Dada,Counter_2,4,I appreciate the extended working hours on weekends.,Neutral
01-08-2024 17:33,Keya Banik,Counter_1,1,The staff was very polite and addressed all my queries.,Positive
03-08-2024 02:07,Reyansh Kibe,Counter_3,2,I found the location very convenient and accessible.,Positive
03-08-2024 18:40,Aarush Sharaf,Counter_3,0,Online tracking was accurate and easy to use.,Positive
04-08-2024 14:19,Damini Arora,Counter_1,2,The queue was too long and moved very slowly.,Negative
04-08-2024 19:29,Drishya Vala,Counter_2,5,The staff was rude and unhelpful during my visit.,Negative
04-08-2024 22:28,Oorja Kohli,Counter_1,2,"I had to wait weeks for my parcel, unacceptable!",Neutral
05-08-2024 05:52,Azad Vala,Counter_2,2,The post office was messy and unorganized.,Negative
05-08-2024 10:08,Khushi Badami,Counter_4,4,There was no one to guide me when I needed help.,Neutral
05-08-2024 18:08,Nakul Bora,Counter_4,5,The online tracking system was not working properly.,Neutral
05-08-2024 21:19,Advika Sengupta,Counter_4,2,I had to visit multiple times due to incomplete information.,Negative
05-08-2024 23:44,Kabir Seth,Counter_2,1,The customer service team was unresponsive to my complaints.,Neutral
06-08-2024 01:35,Mishti Gara,Counter_3,4,The counters were closed even during working hours.,Negative
06-08-2024 09:13,Kismat D�Alia,Counter_4,1,The staff did not know how to resolve my issue.,Neutral
07-08-2024 00:26,Kavya Borde,Counter_2,2,"The service was satisfactory, nothing exceptional.",Positive
07-08-2024 03:15,Ojas Gera,Counter_3,2,It was a regular visit with no major issues.,Negative
07-08-2024 18:35,Akarsh Devi,Counter_4,2,"I got my work done, but it took some time.",Neutral
09-08-2024 03:03,Prisha Raman,Counter_1,2,The staff was neither helpful nor unhelpful.,Neutral
09-08-2024 08:37,Diya Bajwa,Counter_4,3,The post office was moderately busy during my visit.,Positive
09-08-2024 12:02,Kabir Chawla,Counter_4,1,"The environment was average, with scope for improvement.",Negative
09-08-2024 12:05,Ritvik Basak,Counter_3,1,Online services could be better but are manageable.,Positive
09-08-2024 20:01,Adira Doshi,Counter_2,1,I found the experience to be acceptable overall.,Neutral
09-08-2024 23:48,Aarna Sridhar,Counter_4,3,The speed of service was just about average.,Negative
10-08-2024 05:38,Hazel Shere,Counter_3,3,"I had no strong feelings about the visit, it was okay.",Positive
10-08-2024 12:15,Khushi Lala,Counter_4,3,The counters were well-staffed and quick to serve.,Positive
10-08-2024 12:21,Drishya Lad,Counter_2,1,My package arrived on time with no issues.,Neutral
10-08-2024 13:52,Suhana Magar,Counter_3,5,I had a smooth experience with sending a letter abroad.,Positive
14-08-2024 09:07,Indrans Comar,Counter_2,4,The new digital services are very convenient.,Positive
14-08-2024 10:42,Pranay Sarkar,Counter_1,1,I was able to easily purchase stamps and send my parcel.,Positive
15-08-2024 11:32,Tushar Agrawal,Counter_3,5,The staff at the counter were friendly and welcoming.,Positive
18-08-2024 02:20,Neysa De,Counter_2,2,It was easy to access the post office and park nearby.,Positive
18-08-2024 03:57,Ayesha Datta,Counter_1,3,The self-service kiosk was quick and efficient.,Positive
20-08-2024 05:10,Zoya Thakkar,Counter_1,5,My experience was very pleasant with no delays.,Positive
20-08-2024 10:23,Sana Shere,Counter_4,4,The post office was clean and had clear signage.,Positive
20-08-2024 13:28,Manjari Saini,Counter_4,1,I received regular updates about my parcel status.,Neutral
21-08-2024 18:55,Eshani Karpe,Counter_1,0,It was a bit difficult to find parking near the post office.,Negative
22-08-2024 12:15,Mamooty Chandra,Counter_2,1,The staff took too long to process my request.,Negative
22-08-2024 15:23,Uthkarsh Banik,Counter_1,1,I had to wait a long time before I could speak to someone.,Negative
22-08-2024 15:41,Mannat Virk,Counter_2,1,The office was too noisy and chaotic during my visit.,Neutral
22-08-2024 16:16,Biju Dua,Counter_2,1,I was impressed by the professionalism of the staff.,Positive
23-08-2024 19:07,Zoya Aggarwal,Counter_2,3,The location was a bit inconvenient to reach.,Negative
23-08-2024 21:31,Vihaan Kalla,Counter_4,0,"I had to fill out several forms, which took longer than expected.",Negative
24-08-2024 00:28,Hunar Jaggi,Counter_4,3,I wish the post office had more counters open during peak hours.,Positive
24-08-2024 00:57,Saanvi Dave,Counter_4,5,The staff were knowledgeable and efficient in helping me.,Neutral
24-08-2024 11:03,Riaan Jhaveri,Counter_3,4,There was no clear signage to guide me inside.,Negative
24-08-2024 21:14,Pranay Dave,Counter_1,2,The queue system was well-organized and easy to follow.,Positive
25-08-2024 01:41,Arhaan Grewal,Counter_3,4,The office was too cold for comfort during my visit.,Negative
25-08-2024 09:48,Nakul Tata,Counter_3,2,The staff handled my issue with great care and attention.,Positive
25-08-2024 10:15,Nakul Dayal,Counter_3,2,I had difficulty understanding the online services.,Neutral
25-08-2024 11:41,Kiara Vohra,Counter_4,1,The transaction was completed swiftly with no delays.,Neutral
25-08-2024 18:31,Ishita Khanna,Counter_4,1,I wasn�t able to send my package because the staff wasn�t available.,Positive
26-08-2024 01:39,Zeeshan Chaudry,Counter_2,0,The waiting area was clean but lacked seating options.,Positive
26-08-2024 20:31,Romil Mannan,Counter_3,0,I encountered some technical issues while trying to send money.,Neutral
27-08-2024 05:21,Suhana Walla,Counter_2,0,The staff was efficient but could have been friendlier.,Neutral
27-08-2024 09:54,Nakul Dass,Counter_3,0,I appreciate the new digital systems that make my visits faster.,Positive
27-08-2024 11:07,Riaan Contractor,Counter_4,1,I had an unpleasant experience because my parcel was damaged.,Negative
27-08-2024 23:49,Baiju Barad,Counter_1,4,The staff was overwhelmed and could not assist me properly.,Neutral
30-08-2024 01:06,Amani Dhawan,Counter_3,4,I found the service to be very satisfactory and reliable.,Positive
30-08-2024 12:40,Dhanush Karan,Counter_1,5,The staff could be more helpful when answering questions.,Positive
30-08-2024 21:42,Arnav Gaba,Counter_3,5,It was difficult to find the post office location.,Negative
30-08-2024 21:56,Mehul Toor,Counter_1,0,"The service was faster than expected, very happy with the experience.",Positive
01-09-2024 04:38,Keya Dara,Counter_4,2,"I had to wait a long time, but the staff were polite.",Negative
03-09-2024 02:27,Aarna Bobal,Counter_4,2,The self-service kiosks are a great addition.,Positive
04-09-2024 01:14,Amira Agrawal,Counter_2,3,The customer service line was very helpful in resolving my issue.,Positive
05-09-2024 22:21,Vihaan Srinivas,Counter_1,4,I was pleased with the way my parcel was packaged.,Positive
07-09-2024 04:06,Zoya Subramaniam,Counter_1,4,The staff didn't seem to know how to handle my request.,Neutral
07-09-2024 06:27,Ryan Bhattacharyya,Counter_2,4,The overall process felt too complicated and took too long.,Negative
07-09-2024 15:18,Raunak Dugar,Counter_2,1,I found the post office to be very convenient and efficient.,Positive
08-09-2024 20:47,Tejas Chaudry,Counter_4,0,The website could use some improvements to make it easier to navigate.,Neutral
09-09-2024 19:22,Miraya Devan,Counter_3,1,There was no one available to assist with international shipments.,Positive
10-09-2024 14:19,Vivaan Sood,Counter_4,1,"The counters were understaffed, causing delays.",Neutral
11-09-2024 12:50,Nehmat Goyal,Counter_1,5,The staff were welcoming and eager to help.,Neutral
11-09-2024 19:34,Suhana Chowdhury,Counter_1,5,The post office had a pleasant atmosphere and was easy to navigate.,Positive
12-09-2024 13:12,Kabir Madan,Counter_1,0,I was impressed by the variety of services offered at the post office.,Positive
12-09-2024 13:38,Kanav Tripathi,Counter_2,2,I experienced a lot of delays in receiving my mail.,Positive
13-09-2024 03:06,Darshit Deol,Counter_3,4,The queue system could be improved to avoid confusion.,Neutral
15-09-2024 18:24,Nakul Ranganathan,Counter_1,3,I received quick and accurate assistance from the staff.,Positive
17-09-2024 12:46,Nirvaan Bose,Counter_3,1,"The overall experience was fine, but could use some improvements.",Positive
18-09-2024 01:01,Adah Dasgupta,Counter_2,2,I was not satisfied with the quality of service received.,Negative
18-09-2024 03:56,Aarush Sur,Counter_4,5,I found the service to be very helpful and easy to use.,Positive
18-09-2024 09:29,Shaan Bala,Counter_2,3,There was no clear direction about the process for mailing packages.,Negative
18-09-2024 10:56,Tejas Chaudhary,Counter_2,1,The post office was too crowded for comfort.,Neutral
19-09-2024 15:41,Arnav Chaudhuri,Counter_3,1,I was able to send my package with ease and without any problems.,Positive
20-09-2024 12:17,Anya Devan,Counter_3,3,I was disappointed that the post office was closed during lunch hours.,Negative
22-09-2024 08:43,Ryan Chad,Counter_4,5,"The service was average, with no major issues or highlights.",Negative
22-09-2024 12:51,Fateh Borah,Counter_1,5,I would recommend the post office for its consistent service.,Positive
22-09-2024 14:27,Nakul Zacharia,Counter_3,4,"The delivery was fast, but the staff could be more polite.",Positive
24-09-2024 08:32,Madhav Ramakrishnan,Counter_3,0,"I had a smooth and efficient experience, no issues at all.",Positive
24-09-2024 09:49,Hrishita Bose,Counter_1,5,The staff was quick to address my concerns and resolve the issue.,Positive
25-09-2024 00:23,Anaya Dave,Counter_4,0,The post office is easily accessible and located conveniently.,Positive
25-09-2024 06:04,Badal Date,Counter_3,4,I would like to see more staff available during peak hours.,Positive
26-09-2024 13:54,Advika Lala,Counter_2,3,I was able to get all my work done without any issues.,Positive
26-09-2024 18:21,Kiaan Vig,Counter_2,1,The service could have been faster during my visit.,Neutral
27-09-2024 10:20,Raghav Grewal,Counter_2,1,"The experience was mostly positive, with a few small issues.",Negative
27-09-2024 10:29,Lavanya Kale,Counter_1,3,The staff was very courteous and helpful.,Positive
27-09-2024 22:00,Advik Date,Counter_2,4,"Service was fast and efficient, I'm impressed.",Positive
28-09-2024 00:53,Madhup Sarkar,Counter_3,0,The post office is always clean and well-organized.,Positive
28-09-2024 13:26,Aradhya Wable,Counter_3,3,"I received my parcel earlier than expected, great job!",Positive
29-09-2024 22:05,Reyansh Ben,Counter_1,5,The process for obtaining a new postal card was seamless.,Positive
29-09-2024 23:08,Elakshi Talwar,Counter_1,0,The customer support team resolved my issue quickly.,Positive
30-09-2024 20:43,Nayantara Chauhan,Counter_1,2,I appreciate the extended working hours on weekends.,Neutral
01-10-2024 21:46,Ivana Biswas,Counter_2,5,The staff was very polite and addressed all my queries.,Positive
02-10-2024 00:12,Lagan Dass,Counter_2,2,I found the location very convenient and accessible.,Positive
02-10-2024 02:28,Anahi Kamdar,Counter_1,5,Online tracking was accurate and easy to use.,Positive
02-10-2024 03:09,Samarth Bobal,Counter_4,4,The queue was too long and moved very slowly.,Negative
04-10-2024 12:24,Reyansh Chandran,Counter_4,5,The staff was rude and unhelpful during my visit.,Negative
04-10-2024 22:05,Sumer Trivedi,Counter_1,2,"I had to wait weeks for my parcel, unacceptable!",Neutral
05-10-2024 08:00,Dishani Gopal,Counter_4,2,The post office was messy and unorganized.,Negative
05-10-2024 16:17,Anahita Anand,Counter_1,0,There was no one to guide me when I needed help.,Neutral
06-10-2024 12:53,Anya Ramachandran,Counter_1,0,The online tracking system was not working properly.,Neutral
07-10-2024 15:23,Taimur Sankar,Counter_4,5,I had to visit multiple times due to incomplete information.,Negative
08-10-2024 03:52,Purab Sahota,Counter_1,1,The customer service team was unresponsive to my complaints.,Neutral
08-10-2024 06:26,Ahana  Iyer,Counter_1,1,The counters were closed even during working hours.,Negative
08-10-2024 14:38,Madhav Wadhwa,Counter_3,5,The staff did not know how to resolve my issue.,Neutral
08-10-2024 15:02,Gokul Sami,Counter_4,0,"The service was satisfactory, nothing exceptional.",Positive
09-10-2024 10:51,Advika Das,Counter_2,1,It was a regular visit with no major issues.,Negative
10-10-2024 11:40,Trisha Sha,Counter_3,3,"I got my work done, but it took some time.",Neutral
10-10-2024 15:20,Diya Ramanathan,Counter_2,2,The staff was neither helpful nor unhelpful.,Neutral
11-10-2024 08:16,Mannat Kibe,Counter_3,2,The post office was moderately busy during my visit.,Positive
12-10-2024 02:47,Himmat Bhattacharyya,Counter_4,1,"The environment was average, with scope for improvement.",Negative
13-10-2024 01:52,Abram Gour,Counter_2,2,Online services could be better but are manageable.,Positive
13-10-2024 15:58,Keya Dara,Counter_2,0,I found the experience to be acceptable overall.,Neutral
14-10-2024 01:15,Elakshi Dhingra,Counter_2,0,The speed of service was just about average.,Negative
14-10-2024 07:17,Abram Sharaf,Counter_3,2,"I had no strong feelings about the visit, it was okay.",Positive
16-10-2024 03:28,Jayesh Sha,Counter_1,2,The counters were well-staffed and quick to serve.,Positive
17-10-2024 03:20,Parinaaz Sandal,Counter_3,3,My package arrived on time with no issues.,Neutral
17-10-2024 19:29,Farhan Roy,Counter_2,2,I had a smooth experience with sending a letter abroad.,Positive
18-10-2024 06:17,Jhanvi Basak,Counter_4,5,The new digital services are very convenient.,Positive
18-10-2024 11:32,Samarth Shan,Counter_1,2,I was able to easily purchase stamps and send my parcel.,Positive
19-10-2024 02:22,Ahana  Raj,Counter_4,2,The staff at the counter were friendly and welcoming.,Positive
19-10-2024 14:53,Alia Sheth,Counter_1,4,It was easy to access the post office and park nearby.,Positive
20-10-2024 10:25,Armaan Uppal,Counter_1,2,The self-service kiosk was quick and efficient.,Positive
20-10-2024 14:41,Miraan De,Counter_3,2,My experience was very pleasant with no delays.,Positive
20-10-2024 17:47,Aayush Bahl,Counter_4,4,The post office was clean and had clear signage.,Positive
20-10-2024 23:20,Divij Dhingra,Counter_3,4,I received regular updates about my parcel status.,Neutral
22-10-2024 08:06,Manikya Lal,Counter_4,4,It was a bit difficult to find parking near the post office.,Negative
23-10-2024 08:15,Bhavin Kakar,Counter_4,1,The staff took too long to process my request.,Negative
24-10-2024 05:09,Faiyaz Rajagopal,Counter_2,2,I had to wait a long time before I could speak to someone.,Negative
24-10-2024 11:50,Taimur Sampath,Counter_3,5,The office was too noisy and chaotic during my visit.,Neutral
25-10-2024 08:43,Ivana Bansal,Counter_1,0,I was impressed by the professionalism of the staff.,Positive
25-10-2024 15:12,Urvi Varughese,Counter_2,3,The location was a bit inconvenient to reach.,Negative
26-10-2024 03:08,Zoya Master,Counter_4,3,"I had to fill out several forms, which took longer than expected.",Negative
27-10-2024 01:43,Ela Venkatesh,Counter_3,4,I wish the post office had more counters open during peak hours.,Positive
27-10-2024 18:48,Vivaan Datta,Counter_4,0,The staff were knowledgeable and efficient in helping me.,Neutral
28-10-2024 02:31,Divit Kapadia,Counter_3,1,There was no clear signage to guide me inside.,Negative
30-10-2024 04:46,Mahika Gade,Counter_1,1,The queue system was well-organized and easy to follow.,Positive
30-10-2024 09:31,Ishaan Srinivasan,Counter_1,4,The office was too cold for comfort during my visit.,Negative
30-10-2024 16:03,Sahil Dasgupta,Counter_3,3,The staff handled my issue with great care and attention.,Positive
31-10-2024 01:29,Vritika Rama,Counter_2,4,I had difficulty understanding the online services.,Neutral
31-10-2024 06:11,Aradhya Kumar,Counter_3,5,The transaction was completed swiftly with no delays.,Neutral
01-11-2024 01:02,Advika Ganesan,Counter_2,5,I wasn�t able to send my package because the staff wasn�t available.,Positive
01-11-2024 07:18,Kabir Deol,Counter_1,0,The waiting area was clean but lacked seating options.,Positive
04-11-2024 13:53,Parinaaz Rajan,Counter_2,2,I encountered some technical issues while trying to send money.,Neutral
05-11-2024 18:27,Kaira Shah,Counter_4,0,The staff was efficient but could have been friendlier.,Neutral
06-11-2024 09:28,Damini Sangha,Counter_2,3,I appreciate the new digital systems that make my visits faster.,Positive
08-11-2024 02:21,Nirvaan Agarwal,Counter_1,2,I had an unpleasant experience because my parcel was damaged.,Negative
08-11-2024 16:40,Umang Handa,Counter_4,0,The staff was overwhelmed and could not assist me properly.,Neutral
09-11-2024 23:24,Pari Sama,Counter_4,2,I found the service to be very satisfactory and reliable.,Positive
10-11-2024 06:33,Pranay Sur,Counter_4,2,The staff could be more helpful when answering questions.,Positive
10-11-2024 09:18,Siya Bassi,Counter_2,1,It was difficult to find the post office location.,Negative
10-11-2024 12:02,Pranay Borra,Counter_1,5,"The service was faster than expected, very happy with the experience.",Positive
12-11-2024 01:32,Zaina Bedi,Counter_1,4,"I had to wait a long time, but the staff were polite.",Negative
13-11-2024 15:16,Kaira Uppal,Counter_1,5,The self-service kiosks are a great addition.,Positive
14-11-2024 17:43,Hridaan Chanda,Counter_3,3,The customer service line was very helpful in resolving my issue.,Positive
14-11-2024 18:36,Shamik Gandhi,Counter_2,3,I was pleased with the way my parcel was packaged.,Positive
14-11-2024 23:30,Reyansh Kar,Counter_3,2,The staff didn't seem to know how to handle my request.,Neutral
16-11-2024 06:08,Bhamini Ganguly,Counter_2,5,The overall process felt too complicated and took too long.,Negative
18-11-2024 01:42,Baiju Kata,Counter_2,2,I found the post office to be very convenient and efficient.,Positive
18-11-2024 16:01,Ela Karpe,Counter_2,0,The website could use some improvements to make it easier to navigate.,Neutral
19-11-2024 02:32,Manikya Jani,Counter_4,3,There was no one available to assist with international shipments.,Positive
19-11-2024 06:21,Taimur Randhawa,Counter_3,3,"The counters were understaffed, causing delays.",Neutral
20-11-2024 05:42,Jayesh Chatterjee,Counter_1,4,The staff were welcoming and eager to help.,Neutral
20-11-2024 21:27,Kartik Malhotra,Counter_3,5,The post office had a pleasant atmosphere and was easy to navigate.,Positive
21-11-2024 04:23,Aaina Walia,Counter_3,0,I was impressed by the variety of services offered at the post office.,Positive
21-11-2024 14:36,Nitara Aggarwal,Counter_4,4,I experienced a lot of delays in receiving my mail.,Positive
21-11-2024 23:34,Ryan Tella,Counter_2,0,The queue system could be improved to avoid confusion.,Neutral
22-11-2024 05:09,Manjari Seth,Counter_3,1,I received quick and accurate assistance from the staff.,Positive
22-11-2024 13:00,Tiya Rout,Counter_3,0,"The overall experience was fine, but could use some improvements.",Positive
25-11-2024 01:12,Navya Som,Counter_2,5,I was not satisfied with the quality of service received.,Negative
25-11-2024 02:50,Darshit Balan,Counter_1,5,I found the service to be very helpful and easy to use.,Positive
25-11-2024 06:54,Prerak Lad,Counter_4,3,There was no clear direction about the process for mailing packages.,Negative
25-11-2024 21:37,Aradhya Kurian,Counter_3,0,The post office was too crowded for comfort.,Neutral
26-11-2024 12:54,Shray Mann,Counter_4,5,I was able to send my package with ease and without any problems.,Positive
26-11-2024 17:11,Anay Basak,Counter_1,0,I was disappointed that the post office was closed during lunch hours.,Negative
27-11-2024 06:08,Azad Agrawal,Counter_1,3,"The service was average, with no major issues or highlights.",Negative
28-11-2024 01:09,Madhup Shenoy,Counter_1,3,I would recommend the post office for its consistent service.,Positive
28-11-2024 11:02,Yakshit Rout,Counter_4,4,"The delivery was fast, but the staff could be more polite.",Positive
29-11-2024 04:17,Veer Bhardwaj,Counter_2,4,"I had a smooth and efficient experience, no issues at all.",Positive
29-11-2024 12:17,Eva Sen,Counter_1,1,The staff was quick to address my concerns and resolve the issue.,Positive
29-11-2024 18:02,Krish Raj,Counter_2,3,The post office is easily accessible and located conveniently.,Positive
29-11-2024 22:59,Shlok Bhakta,Counter_1,5,I would like to see more staff available during peak hours.,Positive
30-11-2024 12:09,Urvi Balasubramanian,Counter_3,3,I was able to get all my work done without any issues.,Positive
30-11-2024 19:35,Suhana Char,Counter_2,5,The service could have been faster during my visit.,Neutral
01-12-2024 03:37,Nirvi Koshy,Counter_4,3,"The experience was mostly positive, with a few small issues.",Negative
01-12-2024 10:54,ashish nalawade,Counter_2,1,overall services is worst,Negative
01-12-2024 21:19,Kute Manjusha,Counter_3,2,overall performance is good,Positive
01-12-2024 21:27,Manjusha Kute,Counter_2,3,good services,Positive
04-12-2024 15:00,Siya,Counter_1,4,The Staff is good and services also good.,Positive
04-12-2024 15:00,Siya,Counter_3,0,The Staff is good and services also good.,Positive
04-12-2024 15:02,Parth,Counter_4,0,Good,Positive
04-12-2024 15:02,Parth,Counter_1,1,Good,Positive
04-12-2024 15:02,Parth,Counter_3,4,Good,Negative
04-12-2024 15:02,Parth,Counter_1,0,Good,Neutral
04-12-2024 15:03,nbgdh,Counter_3,1, nvm,Positive
04-12-2024 15:05,ashish nalawade,Counter_3,3,good,Negative
05-12-2024 15:05,ashish nalawade,Counter_4,2,good,Negative
06-12-2024 15:05,ashish nalawade,Counter_3,3,good,Negative
07-12-2024 15:05,ashish nalawade,Counter_1,0,good,Negative
08-12-2024 15:05,ashish nalawade,Counter_1,3,good,Negative
09-12-2024 15:05,ashish nalawade,Counter_3,4,good,Negative
10-12-2024 15:05,ashish nalawade,Counter_1,5,good,Negative
11-12-2024 15:05,ashish nalawade,Counter_2,0,good,Negative


